id,utility_id,user_id
336,6,1679
337,7,1680
338,8,1680
339,9,1680
340,10,1680
341,11,1680
342,12,1680
343,13,1680
344,14,1680
345,15,1680
346,1,1680
347,2,1680
348,3,1680
349,4,1680
350,5,1680
351,6,1680
352,7,1680
353,8,1680
354,9,1680
355,10,1680
356,11,1680
357,12,1680
358,13,1680
359,14,1680
360,15,1680
361,1,1681
362,2,1681
363,3,1681
364,4,1681
365,5,1681
366,6,1681
367,7,1681
368,8,1681
369,9,1681
370,10,1681
371,11,1681
372,12,1681
373,13,1681
374,14,1681
375,15,1681
376,1,1681
377,2,1681
378,3,1681
379,4,1681
380,5,1681
381,6,1681
382,7,1681
383,8,1681
384,9,1681
385,10,1682
386,11,1682
387,12,1682
388,13,1682
389,14,1682
390,15,1682
391,1,1682
392,2,1682
393,3,1682
394,4,1682
395,5,1682
396,6,1682
397,7,1682
398,8,1682
399,9,1682
400,10,1682
401,11,1682
402,12,1682
403,13,1682
404,14,1682
405,15,1682
406,1,1682
407,2,1682
408,3,1682
409,4,1683
410,5,1683
411,6,1683
412,7,1683
413,8,1683
414,9,1683
415,10,1683
416,11,1683
417,12,1683
418,13,1683
419,14,1683
420,15,1683
421,1,1683
422,2,1683
423,3,1683
424,4,1683
425,5,1683
426,6,1683
427,7,1683
428,8,1683
429,9,1683
430,10,1683
431,11,1683
432,12,1683
433,13,1684
434,14,1684
435,15,1684
436,1,1684
437,2,1684
438,3,1684
439,4,1684
440,5,1684
441,6,1684
442,7,1684
443,8,1684
444,9,1684
445,10,1684
446,11,1684
447,12,1684
448,13,1684
449,14,1684
450,15,1684
451,1,1684
452,2,1684
453,3,1684
454,4,1684
455,5,1684
456,6,1684
457,7,1685
458,8,1685
459,9,1685
460,10,1685
461,11,1685
462,12,1685
463,13,1685
464,14,1685
465,15,1685
466,1,1685
467,2,1685
468,3,1685
469,4,1685
470,5,1685
471,6,1685
472,7,1685
473,8,1685
474,9,1685
475,10,1685
476,11,1685
477,12,1685
478,13,1685
479,14,1685
480,15,1685
481,1,1686
482,2,1686
483,3,1686
484,4,1686
485,5,1686
486,6,1686
487,7,1686
488,8,1686
489,9,1686
490,10,1686
491,11,1686
492,12,1686
493,13,1686
494,14,1686
495,15,1686
496,1,1686
497,2,1686
498,3,1686
499,4,1686
500,5,1686
501,6,1686
502,7,1686
503,8,1686
504,9,1686
505,10,1687
506,11,1687
507,12,1687
508,13,1687
509,14,1687
510,15,1687
511,1,1687
512,2,1687
513,3,1687
514,4,1687
515,5,1687
516,6,1687
517,7,1687
518,8,1687
519,9,1687
520,10,1687
521,11,1687
522,12,1687
523,13,1687
524,14,1687
525,15,1687
526,1,1687
527,2,1687
528,3,1687
529,4,1688
530,5,1688
531,6,1688
532,7,1688
533,8,1688
534,9,1688
535,10,1688
536,11,1688
537,12,1688
538,13,1688
539,14,1688
540,15,1688
541,1,1688
542,2,1688
543,3,1688
544,4,1688
545,5,1688
546,6,1688
547,7,1688
548,8,1688
549,9,1688
550,10,1688
551,11,1688
552,12,1688
553,13,1689
554,14,1689
555,15,1689
556,1,1689
557,2,1689
558,3,1689
559,4,1689
560,5,1689
561,6,1689
562,7,1689
563,8,1689
564,9,1689
565,10,1689
566,11,1689
567,12,1689
568,13,1689
569,14,1689
570,15,1689
571,1,1689
572,2,1689
573,3,1689
574,4,1689
575,5,1689
576,6,1689
577,7,1690
578,8,1690
579,9,1690
580,10,1690
581,11,1690
582,12,1690
583,13,1690
584,14,1690
585,15,1690
586,1,1690
587,2,1690
588,3,1690
589,4,1690
590,5,1690
591,6,1690
592,7,1690
593,8,1690
594,9,1690
595,10,1690
596,11,1690
597,12,1690
598,13,1690
599,14,1690
600,15,1690
601,1,1691
602,2,1691
603,3,1691
604,4,1691
605,5,1691
606,6,1691
607,7,1691
608,8,1691
609,9,1691
610,10,1691
611,11,1691
612,12,1691
613,13,1691
614,14,1691
615,15,1691
616,1,1691
617,2,1691
618,3,1691
619,4,1691
620,5,1691
621,6,1691
622,7,1691
623,8,1691
624,9,1691
625,10,1692
626,11,1692
627,12,1692
628,13,1692
629,14,1692
630,15,1692
631,1,1692
632,2,1692
633,3,1692
634,4,1692
635,5,1692
636,6,1692
637,7,1692
638,8,1692
639,9,1692
640,10,1692
641,11,1692
642,12,1692
643,13,1692
644,14,1692
645,15,1692
646,1,1692
647,2,1692
648,3,1692
649,4,1693
650,5,1693
651,6,1693
652,7,1693
653,8,1693
654,9,1693
655,10,1693
656,11,1693
657,12,1693
658,13,1693
659,14,1693
660,15,1693
661,1,1693
662,2,1693
663,3,1693
664,4,1693
665,5,1693
666,6,1693
667,7,1693
668,8,1693
669,9,1693
670,10,1693
671,11,1693
672,12,1693
673,13,1694
674,14,1694
675,15,1694
676,1,1694
677,2,1694
678,3,1694
679,4,1694
680,5,1694
681,6,1694
682,7,1694
683,8,1694
684,9,1694
685,10,1694
686,11,1694
687,12,1694
688,13,1694
689,14,1694
690,15,1694
691,1,1694
692,2,1694
693,3,1694
694,4,1694
695,5,1694
696,6,1694
697,7,1695
698,8,1695
699,9,1695
700,10,1695
701,11,1695
702,12,1695
703,13,1695
704,14,1695
705,15,1695
706,1,1695
707,2,1695
708,3,1695
709,4,1695
710,5,1695
711,6,1695
712,7,1695
713,8,1695
714,9,1695
715,10,1695
716,11,1695
717,12,1695
718,13,1695
719,14,1695
720,15,1695
721,1,1696
722,2,1696
723,3,1696
724,4,1696
725,5,1696
726,6,1696
727,7,1696
728,8,1696
729,9,1696
730,10,1696
731,11,1696
732,12,1696
733,13,1696
734,14,1696
735,15,1696
736,1,1696
737,2,1696
738,3,1696
739,4,1696
740,5,1696
741,6,1696
742,7,1696
743,8,1696
744,9,1696
745,10,1697
746,11,1697
747,12,1697
748,13,1697
749,14,1697
750,15,1697
751,1,1697
752,2,1697
753,3,1697
754,4,1697
755,5,1697
756,6,1697
757,7,1697
758,8,1697
759,9,1697
760,10,1697
761,11,1697
762,12,1697
763,13,1697
764,14,1697
765,15,1697
766,1,1697
767,2,1697
768,3,1697
769,4,1698
770,5,1698
771,6,1698
772,7,1698
773,8,1698
774,9,1698
775,10,1698
776,11,1698
777,12,1698
778,13,1698
779,14,1698
780,15,1698
781,1,1698
782,2,1698
783,3,1698
784,4,1698
785,5,1698
786,6,1698
787,7,1698
788,8,1698
789,9,1698
790,10,1698
791,11,1698
792,12,1698
793,13,1699
794,14,1699
795,15,1699
796,1,1699
797,2,1699
798,3,1699
799,4,1699
800,5,1699
801,6,1699
802,7,1699
803,8,1699
804,9,1699
805,10,1699
806,11,1699
807,12,1699
808,13,1699
809,14,1699
810,15,1699
811,1,1699
812,2,1699
813,3,1699
814,4,1699
815,5,1699
816,6,1699
817,7,1700
818,8,1700
819,9,1700
820,10,1700
821,11,1700
822,12,1700
823,13,1700
824,14,1700
825,15,1700
826,1,1700
827,2,1700
828,3,1700
829,4,1700
830,5,1700
831,6,1700
832,7,1700
833,8,1700
834,9,1700
835,10,1700
836,11,1700
837,12,1700
838,13,1700
839,14,1700
840,15,1700
841,1,1701
842,2,1701
843,3,1701
844,4,1701
845,5,1701
846,6,1701
847,7,1701
848,8,1701
849,9,1701
850,10,1701
851,11,1701
852,12,1701
853,13,1701
854,14,1701
855,15,1701
856,1,1701
857,2,1701
858,3,1701
859,4,1701
860,5,1701
861,6,1701
862,7,1701
863,8,1701
864,9,1701
865,10,1702
866,11,1702
867,12,1702
868,13,1702
869,14,1702
870,15,1702
871,1,1702
872,2,1702
873,3,1702
874,4,1702
875,5,1702
876,6,1702
877,7,1702
878,8,1702
879,9,1702
880,10,1702
881,11,1702
882,12,1702
883,13,1702
884,14,1702
885,15,1702
886,1,1702
887,2,1702
888,3,1702
889,4,1703
890,5,1703
891,6,1703
892,7,1703
893,8,1703
894,9,1703
895,10,1703
896,11,1703
897,12,1703
898,13,1703
899,14,1703
900,15,1703
901,1,1703
902,2,1703
903,3,1703
904,4,1703
905,5,1703
906,6,1703
907,7,1703
908,8,1703
909,9,1703
910,10,1703
911,11,1703
912,12,1703
913,13,1704
914,14,1704
915,15,1704
916,1,1704
917,2,1704
918,3,1704
919,4,1704
920,5,1704
921,6,1704
922,7,1704
923,8,1704
924,9,1704
925,10,1704
926,11,1704
927,12,1704
928,13,1704
929,14,1704
930,15,1704
931,1,1704
932,2,1704
933,3,1704
934,4,1704
935,5,1704
936,6,1704
937,7,1705
938,8,1705
939,9,1705
940,10,1705
941,11,1705
942,12,1705
943,13,1705
944,14,1705
945,15,1705
946,1,1705
947,2,1705
948,3,1705
949,4,1705
950,5,1705
951,6,1705
952,7,1705
953,8,1705
954,9,1705
955,10,1705
956,11,1705
957,12,1705
958,13,1705
959,14,1705
960,15,1705
961,1,1706
962,2,1706
963,3,1706
964,4,1706
965,5,1706
966,6,1706
967,7,1706
968,8,1706
969,9,1706
970,10,1706
971,11,1706
972,12,1706
973,13,1706
974,14,1706
975,15,1706
976,1,1706
977,2,1706
978,3,1706
979,4,1706
980,5,1706
981,6,1706
982,7,1706
983,8,1706
984,9,1706
985,10,1707
986,11,1707
987,12,1707
988,13,1707
989,14,1707
990,15,1707
991,1,1707
992,2,1707
993,3,1707
994,4,1707
995,5,1707
996,6,1707
997,7,1707
998,8,1707
999,9,1707
1000,10,1707
1001,11,1707
1002,12,1707
1003,13,1707
1004,14,1707
1005,15,1707
1006,1,1707
1007,2,1707
1008,3,1707
1009,4,1708
1010,5,1708
1011,6,1708
1012,7,1708
1013,8,1708
1014,9,1708
1015,10,1708
1016,11,1708
1017,12,1708
1018,13,1708
1019,14,1708
1020,15,1708
1021,1,1708
1022,2,1708
1023,3,1708
1024,4,1708
1025,5,1708
1026,6,1708
1027,7,1708
1028,8,1708
1029,9,1708
1030,10,1708
1031,11,1708
1032,12,1708
1033,13,1709
1034,14,1709
1035,15,1709
1036,1,1709
1037,2,1709
1038,3,1709
1039,4,1709
1040,5,1709
1041,6,1709
1042,7,1709
1043,8,1709
1044,9,1709
1045,10,1709
1046,11,1709
1047,12,1709
1048,13,1709
1049,14,1709
1050,15,1709
1051,1,1709
1052,2,1709
1053,3,1709
1054,4,1709
1055,5,1709
1056,6,1709
1057,7,1710
1058,8,1710
1059,9,1710
1060,10,1710
1061,11,1710
1062,12,1710
1063,13,1710
1064,14,1710
1065,15,1710
1066,1,1710
1067,2,1710
1068,3,1710
1069,4,1710
1070,5,1710
1071,6,1710
1072,7,1710
1073,8,1710
1074,9,1710
1075,10,1710
1076,11,1710
1077,12,1710
1078,13,1710
1079,14,1710
1080,15,1710
1081,1,1711
1082,2,1711
1083,3,1711
1084,4,1711
1085,5,1711
1086,6,1711
1087,7,1711
1088,8,1711
1089,9,1711
1090,10,1711
1091,11,1711
1092,12,1711
1093,13,1711
1094,14,1711
1095,15,1711
1096,1,1711
1097,2,1711
1098,3,1711
1099,4,1711
1100,5,1711
1101,6,1711
1102,7,1711
1103,8,1711
1104,9,1711
1105,10,1712
1106,11,1712
1107,12,1712
1108,13,1712
1109,14,1712
1110,15,1712
1111,1,1712
1112,2,1712
1113,3,1712
1114,4,1712
1115,5,1712
1116,6,1712
1117,7,1712
1118,8,1712
1119,9,1712
1120,10,1712
1121,11,1712
1122,12,1712
1123,13,1712
1124,14,1712
1125,15,1712
1126,1,1712
1127,2,1712
1128,3,1712
1129,4,1713
1130,5,1713
1131,6,1713
1132,7,1713
1133,8,1713
1134,9,1713
1135,10,1713
1136,11,1713
1137,12,1713
1138,13,1713
1139,14,1713
1140,15,1713
1141,1,1713
1142,2,1713
1143,3,1713
1144,4,1713
1145,5,1713
1146,6,1713
1147,7,1713
1148,8,1713
1149,9,1713
1150,10,1713
1151,11,1713
1152,12,1713
1153,13,1714
1154,14,1714
1155,15,1714
1156,1,1714
1157,2,1714
1158,3,1714
1159,4,1714
1160,5,1714
1161,6,1714
1162,7,1714
1163,8,1714
1164,9,1714
1165,10,1714
1166,11,1714
1167,12,1714
1168,13,1714
1169,14,1714
1170,15,1714
1171,1,1714
1172,2,1714
1173,3,1714
1174,4,1714
1175,5,1714
1176,6,1714
1177,7,1715
1178,8,1715
1179,9,1715
1180,10,1715
1181,11,1715
1182,12,1715
1183,13,1715
1184,14,1715
1185,15,1715
1186,1,1715
1187,2,1715
1188,3,1715
1189,4,1715
1190,5,1715
1191,6,1715
1192,7,1715
1193,8,1715
1194,9,1715
1195,10,1715
1196,11,1715
1197,12,1715
1198,13,1715
1199,14,1715
1200,15,1715
1201,1,1716
1202,2,1716
1203,3,1716
1204,4,1716
1205,5,1716
1206,6,1716
1207,7,1716
1208,8,1716
1209,9,1716
1210,10,1716
1211,11,1716
1212,12,1716
1213,13,1716
1214,14,1716
1215,15,1716
1216,1,1716
1217,2,1716
1218,3,1716
1219,4,1716
1220,5,1716
1221,6,1716
1222,7,1716
1223,8,1716
1224,9,1716
1225,10,1717
1226,11,1717
1227,12,1717
1228,13,1717
1229,14,1717
1230,15,1717
1231,1,1717
1232,2,1717
1233,3,1717
1234,4,1717
1235,5,1717
1236,6,1717
1237,7,1717
1238,8,1717
1239,9,1717
1240,10,1717
1241,11,1717
1242,12,1717
1243,13,1717
1244,14,1717
1245,15,1717
1246,1,1717
1247,2,1717
1248,3,1717
1249,4,1718
1250,5,1718
1251,6,1718
1252,7,1718
1253,8,1718
1254,9,1718
1255,10,1718
1256,11,1718
1257,12,1718
1258,13,1718
1259,14,1718
1260,15,1718
1261,1,1718
1262,2,1718
1263,3,1718
1264,4,1718
1265,5,1718
1266,6,1718
1267,7,1718
1268,8,1718
1269,9,1718
1270,10,1718
1271,11,1718
1272,12,1718
1273,13,1719
1274,14,1719
1275,15,1719
1276,1,1719
1277,2,1719
1278,3,1719
1279,4,1719
1280,5,1719
1281,6,1719
1282,7,1719
1283,8,1719
1284,9,1719
1285,10,1719
1286,11,1719
1287,12,1719
1288,13,1719
1289,14,1719
1290,15,1719
1291,1,1719
1292,2,1719
1293,3,1719
1294,4,1719
1295,5,1719
1296,6,1719
1297,7,1720
1298,8,1720
1299,9,1720
1300,10,1720
1301,11,1720
1302,12,1720
1303,13,1720
1304,14,1720
1305,15,1720
1306,1,1720
1307,2,1720
1308,3,1720
1309,4,1720
1310,5,1720
1311,6,1720
1312,7,1720
1313,8,1720
1314,9,1720
1315,10,1720
1316,11,1720
1317,12,1720
1318,13,1720
1319,14,1720
1320,15,1720
1321,1,1721
1322,2,1721
1323,3,1721
1324,4,1721
1325,5,1721
1326,6,1721
1327,7,1721
1328,8,1721
1329,9,1721
1330,10,1721
1331,11,1721
1332,12,1721
1333,13,1721
1334,14,1721
1335,15,1721
1336,1,1721
1337,2,1721
1338,3,1721
1339,4,1721
1340,5,1721
1341,6,1721
1342,7,1721
1343,8,1721
1344,9,1721
1345,10,1722
1346,11,1722
1347,12,1722
1348,13,1722
1349,14,1722
1350,15,1722
1351,1,1722
1352,2,1722
1353,3,1722
1354,4,1722
1355,5,1722
1356,6,1722
1357,7,1722
1358,8,1722
1359,9,1722
1360,10,1722
1361,11,1722
1362,12,1722
1363,13,1722
1364,14,1722
1365,15,1722
1366,1,1722
1367,2,1722
1368,3,1722
1369,4,1723
1370,5,1723
1371,6,1723
1372,7,1723
1373,8,1723
1374,9,1723
1375,10,1723
1376,11,1723
1377,12,1723
1378,13,1723
1379,14,1723
1380,15,1723
1381,1,1723
1382,2,1723
1383,3,1723
1384,4,1723
1385,5,1723
1386,6,1723
1387,7,1723
1388,8,1723
1389,9,1723
1390,10,1723
1391,11,1723
1392,12,1723
1393,13,1724
1394,14,1724
1395,15,1724
1396,1,1724
1397,2,1724
1398,3,1724
1399,4,1724
1400,5,1724
1401,6,1724
1402,7,1724
1403,8,1724
1404,9,1724
1405,10,1724
1406,11,1724
1407,12,1724
1408,13,1724
1409,14,1724
1410,15,1724
1411,1,1724
1412,2,1724
1413,3,1724
1414,4,1724
1415,5,1724
1416,6,1724
1417,7,1725
1418,8,1725
1419,9,1725
1420,10,1725
1421,11,1725
1422,12,1725
1423,13,1725
1424,14,1725
1425,15,1725
1426,1,1725
1427,2,1725
1428,3,1725
1429,4,1725
1430,5,1725
1431,6,1725
1432,7,1725
1433,8,1725
1434,9,1725
1435,10,1725
1436,11,1725
1437,12,1725
1438,13,1725
1439,14,1725
1440,15,1725
1441,1,1726
1442,2,1726
1443,3,1726
1444,4,1726
1445,5,1726
1446,6,1726
1447,7,1726
1448,8,1726
1449,9,1726
1450,10,1726
1451,11,1726
1452,12,1726
1453,13,1726
1454,14,1726
1455,15,1726
1456,1,1726
1457,2,1726
1458,3,1726
1459,4,1726
1460,5,1726
1461,6,1726
1462,7,1726
1463,8,1726
1464,9,1726
1465,10,1727
1466,11,1727
1467,12,1727
1468,13,1727
1469,14,1727
1470,15,1727
1471,1,1727
1472,2,1727
1473,3,1727
1474,4,1727
1475,5,1727
1476,6,1727
1477,7,1727
1478,8,1727
1479,9,1727
1480,10,1727
1481,11,1727
1482,12,1727
1483,13,1727
1484,14,1727
1485,15,1727
1486,1,1727
1487,2,1727
1488,3,1727
1489,4,1728
1490,5,1728
1491,6,1728
1492,7,1728
1493,8,1728
1494,9,1728
1495,10,1728
1496,11,1728
1497,12,1728
1498,13,1728
1499,14,1728
1500,15,1728
1501,1,1728
1502,2,1728
1503,3,1728
1504,4,1728
1505,5,1728
1506,6,1728
1507,7,1728
1508,8,1728
1509,9,1728
1510,10,1728
1511,11,1728
1512,12,1728
1513,13,1729
1514,14,1729
1515,15,1729
1516,1,1729
1517,2,1729
1518,3,1729
1519,4,1729
1520,5,1729
1521,6,1729
1522,7,1729
1523,8,1729
1524,9,1729
1525,10,1729
1526,11,1729
1527,12,1729
1528,13,1729
1529,14,1729
1530,15,1729
1531,1,1729
1532,2,1729
1533,3,1729
1534,4,1729
1535,5,1729
1536,6,1729
1537,7,1730
1538,8,1730
1539,9,1730
1540,10,1730
1541,11,1730
1542,12,1730
1543,13,1730
1544,14,1730
1545,15,1730
1546,1,1730
1547,2,1730
1548,3,1730
1549,4,1730
1550,5,1730
1551,6,1730
1552,7,1730
1553,8,1730
1554,9,1730
1555,10,1730
1556,11,1730
1557,12,1730
1558,13,1730
1559,14,1730
1560,15,1730
1561,1,1731
1562,2,1731
1563,3,1731
1564,4,1731
1565,5,1731
1566,6,1731
1567,7,1731
1568,8,1731
1569,9,1731
1570,10,1731
1571,11,1731
1572,12,1731
1573,13,1731
1574,14,1731
1575,15,1731
1576,1,1731
1577,2,1731
1578,3,1731
1579,4,1731
1580,5,1731
1581,6,1731
1582,7,1731
1583,8,1731
1584,9,1731
1585,10,1732
1586,11,1732
1587,12,1732
1588,13,1732
1589,14,1732
1590,15,1732
1591,1,1732
1592,2,1732
1593,3,1732
1594,4,1732
1595,5,1732
1596,6,1732
1597,7,1732
1598,8,1732
1599,9,1732
1600,10,1732
1601,11,1732
1602,12,1732
1603,13,1732
1604,14,1732
1605,15,1732
1606,1,1732
1607,2,1732
1608,3,1732
1609,4,1733
1610,5,1733
1611,6,1733
1612,7,1733
1613,8,1733
1614,9,1733
1615,10,1733
1616,11,1733
1617,12,1733
1618,13,1733
1619,14,1733
1620,15,1733
1621,1,1733
1622,2,1733
1623,3,1733
1624,4,1733
1625,5,1733
1626,6,1733
1627,7,1733
1628,8,1733
1629,9,1733
1630,10,1733
1631,11,1733
1632,12,1733
1633,13,1734
1634,14,1734
1635,15,1734
1636,1,1734
1637,2,1734
1638,3,1734
1639,4,1734
1640,5,1734
1641,6,1734
1642,7,1734
1643,8,1734
1644,9,1734
1645,10,1734
1646,11,1734
1647,12,1734
1648,13,1734
1649,14,1734
1650,15,1734
1651,1,1734
1652,2,1734
1653,3,1734
1654,4,1734
1655,5,1734
1656,6,1734
1657,7,1735
1658,8,1735
1659,9,1735
1660,10,1735
1661,11,1735
1662,12,1735
1663,13,1735
1664,14,1735
1665,15,1735
1666,1,1735
1667,2,1735
1668,3,1735
1669,4,1735
1670,5,1735
1671,6,1735
1672,7,1735
1673,8,1735
1674,9,1735
1675,10,1735
1676,11,1735
1677,12,1735
1678,13,1735
1679,14,1735
1680,15,1735
1681,1,1736
1682,2,1736
1683,3,1736
1684,4,1736
1685,5,1736
1686,6,1736
1687,7,1736
1688,8,1736
1689,9,1736
1690,10,1736
1691,11,1736
1692,12,1736
1693,13,1736
1694,14,1736
1695,15,1736
1696,1,1736
1697,2,1736
1698,3,1736
1699,4,1736
1700,5,1736
1701,6,1736
1702,7,1736
1703,8,1736
1704,9,1736
1705,10,1737
1706,11,1737
1707,12,1737
1708,13,1737
1709,14,1737
1710,15,1737
1711,1,1737
1712,2,1737
1713,3,1737
1714,4,1737
1715,5,1737
1716,6,1737
1717,7,1737
1718,8,1737
1719,9,1737
1720,10,1737
1721,11,1737
1722,12,1737
1723,13,1737
1724,14,1737
1725,15,1737
1726,1,1737
1727,2,1737
1728,3,1737
1729,4,1738
1730,5,1738
1731,6,1738
1732,7,1738
1733,8,1738
1734,9,1738
1735,10,1738
1736,11,1738
1737,12,1738
1738,13,1738
1739,14,1738
1740,15,1738
1741,1,1738
1742,2,1738
1743,3,1738
1744,4,1738
1745,5,1738
1746,6,1738
1747,7,1738
1748,8,1738
1749,9,1738
1750,10,1738
1751,11,1738
1752,12,1738
1753,13,1739
1754,14,1739
1755,15,1739
1756,1,1739
1757,2,1739
1758,3,1739
1759,4,1739
1760,5,1739
1761,6,1739
1762,7,1739
1763,8,1739
1764,9,1739
1765,10,1739
1766,11,1739
1767,12,1739
1768,13,1739
1769,14,1739
1770,15,1739
1771,1,1739
1772,2,1739
1773,3,1739
1774,4,1739
1775,5,1739
1776,6,1739
1777,7,1740
1778,8,1740
1779,9,1740
1780,10,1740
1781,11,1740
1782,12,1740
1783,13,1740
1784,14,1740
1785,15,1740
1786,1,1740
1787,2,1740
1788,3,1740
1789,4,1740
1790,5,1740
1791,6,1740
1792,7,1740
1793,8,1740
1794,9,1740
1795,10,1740
1796,11,1740
1797,12,1740
1798,13,1740
1799,14,1740
1800,15,1740
1801,1,1741
1802,2,1741
1803,3,1741
1804,4,1741
1805,5,1741
1806,6,1741
1807,7,1741
1808,8,1741
1809,9,1741
1810,10,1741
1811,11,1741
1812,12,1741
1813,13,1741
1814,14,1741
1815,15,1741
1816,1,1741
1817,2,1741
1818,3,1741
1819,4,1741
1820,5,1741
1821,6,1741
1822,7,1741
1823,8,1741
1824,9,1741
1825,10,1742
1826,11,1742
1827,12,1742
1828,13,1742
1829,14,1742
1830,15,1742
1831,1,1742
1832,2,1742
1833,3,1742
1834,4,1742
1835,5,1742
1836,6,1742
1837,7,1742
1838,8,1742
1839,9,1742
1840,10,1742
1841,11,1742
1842,12,1742
1843,13,1742
1844,14,1742
1845,15,1742
1846,1,1742
1847,2,1742
1848,3,1742
1849,4,1743
1850,5,1743
1851,6,1743
1852,7,1743
1853,8,1743
1854,9,1743
1855,10,1743
1856,11,1743
1857,12,1743
1858,13,1743
1859,14,1743
1860,15,1743
1861,1,1743
1862,2,1743
1863,3,1743
1864,4,1743
1865,5,1743
1866,6,1743
1867,7,1743
1868,8,1743
1869,9,1743
1870,10,1743
1871,11,1743
1872,12,1743
